SystemCodeNumber,Timestamp,Occupancy,Capacity,OccupancyRate,QueueLength,TrafficConditionNearby,VehicleType,IsSpecialDay,Price_Model1,Price_Model2
BHMBCCMKT01,2016-10-10 16:30:00,114,577,0.1975736568457539,2,low,truck,0,20.0,12.13911575512241
BHMBCCMKT01,2016-10-11 08:04:00,56,577,0.09705372616984402,1,average,bike,0,20.0,10.374414749413415
BHMBCCMKT01,2016-10-11 08:30:00,64,577,0.11091854419410745,1,low,car,0,20.0,11.071714534123029
BHMBCCMKT01,2016-10-11 08:57:00,74,577,0.12824956672443674,1,low,truck,0,20.0,11.63915483838994
BHMBCCMKT01,2016-10-11 09:30:00,93,577,0.1611785095320624,2,low,bike,0,20.0,11.002797375547368
BHMBCCMKT01,2016-10-11 09:57:00,129,577,0.22357019064124783,2,average,bike,0,20.0,10.921822110506037
BHMBCCMKT01,2016-10-11 10:30:00,167,577,0.28942807625649913,3,average,car,0,20.0,11.971970079010815
BHMBCCMKT01,2016-10-11 10:57:00,200,577,0.3466204506065858,3,average,car,0,20.0,12.01941652337097
BHMBCCMKT01,2016-10-11 11:30:00,219,577,0.37954939341421146,5,average,car,0,20.0,12.931634323321678
BHMBCCMKT01,2016-10-11 12:03:00,225,577,0.389948006932409,7,high,car,0,20.0,13.49332354342372
BHMBCCMKT01,2016-10-11 12:30:00,221,577,0.3830155979202773,8,high,cycle,0,20.0,13.930022534342648
BHMBCCMKT01,2016-10-11 13:04:00,217,577,0.37608318890814557,6,high,cycle,0,20.0,13.039371300010192
BHMBCCMKT01,2016-10-11 13:31:00,217,577,0.37608318890814557,6,high,cycle,0,20.0,13.039371300010192
BHMBCCMKT01,2016-10-11 14:04:00,208,577,0.36048526863084923,4,average,bike,0,20.0,11.920306172929756
BHMBCCMKT01,2016-10-11 14:30:00,191,577,0.3310225303292894,3,average,car,0,20.0,12.006476584000016
BHMBCCMKT01,2016-10-11 15:03:00,167,577,0.28942807625649913,2,low,bike,0,20.0,11.109192432597414
BHMBCCMKT01,2016-10-11 15:33:00,159,577,0.2755632582322357,2,low,car,0,20.0,11.650752858122422
BHMBCCMKT01,2016-10-11 16:01:00,150,577,0.25996533795493937,1,low,bike,0,20.0,10.642300249812935
BHMBCCMKT01,2016-10-11 16:26:00,127,577,0.22010398613518198,2,low,car,0,20.0,11.604744184803483
BHMBCCMKT01,2016-10-12 08:04:00,51,577,0.08838821490467938,1,low,bike,0,20.0,10.499960916732467
BHMBCCMKT01,2016-10-12 08:31:00,57,577,0.09878682842287695,2,low,car,0,20.0,11.504100211918306
BHMBCCMKT01,2016-10-12 09:03:00,64,577,0.11091854419410745,1,low,bike,0,20.0,10.518651940268287
BHMBCCMKT01,2016-10-12 09:26:00,73,577,0.1265164644714038,1,low,car,0,20.0,11.08465447349398
BHMBCCMKT01,2016-10-12 10:01:00,99,577,0.17157712305025996,3,average,car,0,20.0,11.87420164820807
BHMBCCMKT01,2016-10-12 10:31:00,112,577,0.19410745233968804,3,average,bike,0,20.0,11.339830077889147
BHMBCCMKT01,2016-10-12 11:04:00,127,577,0.22010398613518198,4,average,bike,0,20.0,11.803846718591192
BHMBCCMKT01,2016-10-12 11:31:00,128,577,0.2218370883882149,4,average,car,0,20.0,12.358347083487152
BHMBCCMKT01,2016-10-12 12:04:00,143,577,0.24783362218370883,6,high,car,0,20.0,12.932976242960148
BHMBCCMKT01,2016-10-12 12:31:00,158,577,0.2738301559792028,5,average,car,0,20.0,12.84393028980745
BHMBCCMKT01,2016-10-12 13:04:00,157,577,0.2720970537261698,6,high,bike,0,20.0,12.40004244368244
BHMBCCMKT01,2016-10-12 13:34:00,164,577,0.28422876949740034,6,high,car,0,20.0,12.963169434825701
BHMBCCMKT01,2016-10-12 14:03:00,167,577,0.28942807625649913,5,high,bike,0,20.0,11.971970079010815
BHMBCCMKT01,2016-10-12 14:34:00,159,577,0.2755632582322357,4,average,bike,0,20.0,11.849855391910129
BHMBCCMKT01,2016-10-12 15:01:00,140,577,0.24263431542461006,2,low,car,0,20.0,11.623435208339304
BHMBCCMKT01,2016-10-12 15:30:00,128,577,0.2218370883882149,2,low,truck,0,20.0,12.159244549699444
BHMBCCMKT01,2016-10-12 15:57:00,121,577,0.2097053726169844,2,low,car,0,20.0,11.596117558556182
BHMBCCMKT01,2016-10-12 16:31:00,111,577,0.1923743500866551,2,average,cycle,0,20.0,11.449004825618875
BHMBCCMKT01,2016-10-13 07:57:00,58,577,0.10051993067590988,2,low,car,0,20.0,11.505537982959524
BHMBCCMKT01,2016-10-13 08:31:00,65,577,0.11265164644714037,1,low,car,0,20.0,11.073152305164246
BHMBCCMKT01,2016-10-13 09:04:00,76,577,0.1317157712305026,2,low,car,0,20.0,11.531417861701424
BHMBCCMKT01,2016-10-13 09:31:00,97,577,0.1681109185441941,2,low,cycle,0,20.0,11.561611053566981
BHMBCCMKT01,2016-10-13 09:57:00,127,577,0.22010398613518198,2,low,bike,0,20.0,11.051681590948741
BHMBCCMKT01,2016-10-13 10:31:00,166,577,0.2876949740034662,4,average,car,0,20.0,12.41298238305339
BHMBCCMKT01,2016-10-13 11:04:00,200,577,0.3466204506065858,4,average,truck,0,20.0,13.014929192309506
BHMBCCMKT01,2016-10-13 11:31:00,220,577,0.38128249566724437,4,average,car,0,20.0,12.490622019279101
BHMBCCMKT01,2016-10-13 11:57:00,230,577,0.3986135181975737,4,average,car,0,20.0,12.504999729691269
BHMBCCMKT01,2016-10-13 12:31:00,231,577,0.4003466204506066,7,high,cycle,0,20.0,13.501950169671023
BHMBCCMKT01,2016-10-13 13:04:00,214,577,0.3708838821490468,6,high,car,0,20.0,13.035057986886542
BHMBCCMKT01,2016-10-13 13:31:00,203,577,0.35181975736568455,6,high,cycle,0,20.0,13.019242505433157
BHMBCCMKT01,2016-10-13 13:57:00,205,577,0.35528596187175043,5,average,car,0,20.0,12.911505528744643
BHMBCCMKT01,2016-10-13 14:31:00,181,577,0.31369150779896016,4,average,truck,0,20.0,12.987611542526388
BHMBCCMKT01,2016-10-13 15:04:00,162,577,0.2807625649913345,2,low,car,0,20.0,11.655066171246073
BHMBCCMKT01,2016-10-13 15:31:00,144,577,0.24956672443674177,2,low,cycle,0,20.0,11.62918629250417
BHMBCCMKT01,2016-10-13 16:04:00,132,577,0.22876949740034663,2,low,car,0,20.0,11.611933040009568
BHMBCCMKT01,2016-10-13 16:31:00,130,577,0.22530329289428075,2,low,car,0,20.0,11.609057497927136
BHMBCCMKT01,2016-10-14 08:01:00,53,577,0.09185441941074524,1,low,car,0,20.0,11.055899052669645
BHMBCCMKT01,2016-10-14 08:27:00,57,577,0.09878682842287695,1,low,car,0,20.0,11.061650136834512
BHMBCCMKT01,2016-10-14 09:01:00,67,577,0.11611785095320624,2,average,car,0,20.0,11.385742899805336
BHMBCCMKT01,2016-10-14 09:27:00,100,577,0.1733102253032929,2,low,car,0,20.0,11.56592436669063
BHMBCCMKT01,2016-10-14 10:01:00,134,577,0.2322357019064125,2,low,car,0,20.0,11.614808582092003
BHMBCCMKT01,2016-10-14 10:27:00,157,577,0.2720970537261698,3,low,car,0,20.0,12.090327391123783
BHMBCCMKT01,2016-10-14 11:01:00,205,577,0.35528596187175043,5,average,car,0,20.0,12.911505528744643
BHMBCCMKT01,2016-10-14 11:27:00,220,577,0.38128249566724437,5,average,car,0,20.0,12.933072094362894
BHMBCCMKT01,2016-10-14 12:01:00,224,577,0.3882149046793761,7,high,car,0,20.0,13.491885772382503
BHMBCCMKT01,2016-10-14 12:27:00,213,577,0.36915077989601386,5,average,bike,0,20.0,12.369945103219635
BHMBCCMKT01,2016-10-14 13:01:00,205,577,0.35528596187175043,6,high,truck,0,20.0,13.575180641370332
BHMBCCMKT01,2016-10-14 13:27:00,201,577,0.3483535528596187,7,high,car,0,20.0,13.458817038434518
BHMBCCMKT01,2016-10-14 14:01:00,182,577,0.31542461005199307,4,average,bike,0,20.0,11.882924125858118
BHMBCCMKT01,2016-10-14 14:34:00,174,577,0.30155979202772965,3,average,bike,0,20.0,11.42897188244459
BHMBCCMKT01,2016-10-14 15:01:00,171,577,0.29636048526863085,2,low,car,0,20.0,11.668006110617025
BHMBCCMKT01,2016-10-14 15:27:00,161,577,0.27902946273830154,2,low,bike,0,20.0,11.100565806350113
BHMBCCMKT01,2016-10-14 16:01:00,138,577,0.2391681109185442,1,low,car,0,20.0,11.178109591173076
BHMBCCMKT01,2016-10-14 16:34:00,134,577,0.2322357019064125,2,low,car,0,20.0,11.614808582092003
BHMBCCMKT01,2016-10-15 08:01:00,53,577,0.09185441941074524,1,low,bike,0,20.0,10.502836458814901
BHMBCCMKT01,2016-10-15 08:34:00,63,577,0.10918544194107452,1,low,car,0,20.0,11.070276763081813
BHMBCCMKT01,2016-10-15 09:01:00,77,577,0.13344887348353554,2,low,car,0,20.0,11.532855632742642
BHMBCCMKT01,2016-10-15 09:27:00,101,577,0.17504332755632582,2,low,car,0,20.0,11.567362137731847
BHMBCCMKT01,2016-10-15 10:01:00,154,577,0.2668977469670711,3,low,car,0,20.0,12.086014078000133
BHMBCCMKT01,2016-10-15 10:27:00,171,577,0.29636048526863085,3,low,car,0,20.0,12.11045618570082
BHMBCCMKT01,2016-10-15 11:01:00,211,577,0.36568457538994803,4,average,car,0,20.0,12.477682079908147
BHMBCCMKT01,2016-10-15 11:27:00,239,577,0.41421143847487,4,average,car,0,20.0,12.517939669062219
BHMBCCMKT01,2016-10-15 12:01:00,276,577,0.4783362218370884,8,high,car,0,20.0,14.009099941609575
BHMBCCMKT01,2016-10-15 12:27:00,297,577,0.5147313691507799,8,high,car,0,20.0,14.039293133475129
BHMBCCMKT01,2016-10-15 13:01:00,332,577,0.5753899480069324,7,high,car,0,20.0,13.647165044833923
BHMBCCMKT01,2016-10-15 13:34:00,352,577,0.610051993067591,8,high,car,0,20.0,14.118370540742053
BHMBCCMKT01,2016-10-15 14:01:00,391,577,0.6776429809358753,6,high,car,0,20.0,13.289543461181923
BHMBCCMKT01,2016-10-15 14:27:00,409,577,0.708838821490468,4,average,car,0,20.0,12.762360746069081
BHMBCCMKT01,2016-10-15 15:01:00,442,577,0.7660311958405546,3,low,car,0,20.0,12.500092137870581
BHMBCCMKT01,2016-10-15 15:27:00,428,577,0.7417677642980935,3,low,bike,0,20.0,11.926900749438802
BHMBCCMKT01,2016-10-15 16:01:00,412,577,0.7140381282495667,2,low,car,0,20.0,12.014508931550283
BHMBCCMKT01,2016-10-15 16:27:00,393,577,0.6811091854419411,2,low,bike,0,20.0,11.43412868791242
BHMBCCMKT01,2016-10-16 08:04:00,48,577,0.0831889081455806,2,low,car,1,20.0,12.044222866402096
BHMBCCMKT01,2016-10-16 08:27:00,48,577,0.0831889081455806,2,low,bike,1,20.0,11.491160272547354
BHMBCCMKT01,2016-10-16 09:01:00,55,577,0.09532062391681109,2,low,car,1,20.0,12.054287263690615
BHMBCCMKT01,2016-10-16 09:27:00,57,577,0.09878682842287695,2,low,car,1,20.0,12.057162805773046
BHMBCCMKT01,2016-10-16 10:04:00,57,577,0.09878682842287695,4,low,car,1,20.0,12.942062955940637
BHMBCCMKT01,2016-10-16 10:34:00,56,577,0.09705372616984402,3,average,bike,1,20.0,11.812377493435747
BHMBCCMKT01,2016-10-16 11:01:00,56,577,0.09705372616984402,5,average,bike,1,20.0,12.697277643603332
BHMBCCMKT01,2016-10-16 11:27:00,56,577,0.09705372616984402,4,average,truck,1,20.0,13.360952756229025
BHMBCCMKT01,2016-10-16 12:01:00,65,577,0.11265164644714037,8,high,car,1,20.0,14.258792845767566
BHMBCCMKT01,2016-10-16 12:27:00,105,577,0.18197573656845753,9,high,bike,1,20.0,14.20569116864529
BHMBCCMKT01,2016-10-16 13:01:00,131,577,0.2270363951473137,8,high,car,1,20.0,14.353685734487875
BHMBCCMKT01,2016-10-16 13:27:00,146,577,0.2530329289428076,6,average,car,1,20.0,13.822189706251386
BHMBCCMKT01,2016-10-16 14:01:00,170,577,0.29462738301559793,7,high,bike,1,20.0,13.414246136156795
BHMBCCMKT01,2016-10-16 14:27:00,180,577,0.3119584055459272,5,average,car,1,20.0,13.428623846568964
BHMBCCMKT01,2016-10-16 15:01:00,192,577,0.3327556325823224,3,low,car,1,20.0,12.693711971421116
BHMBCCMKT01,2016-10-16 15:31:00,185,577,0.32062391681109187,3,low,bike,1,20.0,12.130584980277854
BHMBCCMKT01,2016-10-16 15:57:00,173,577,0.29982668977469673,3,low,cycle,1,20.0,12.666394321637995
BHMBCCMKT01,2016-10-16 16:31:00,154,577,0.2668977469670711,3,average,car,1,20.0,12.506341649329737
BHMBCCMKT01,2016-10-17 08:01:00,50,577,0.08665511265164645,2,low,bike,0,20.0,10.940973220775046
BHMBCCMKT01,2016-10-17 08:27:00,54,577,0.09358752166377816,1,low,bike,0,20.0,10.504274229856119
BHMBCCMKT01,2016-10-17 09:01:00,66,577,0.11438474870017332,1,low,car,0,20.0,11.074590076205464
BHMBCCMKT01,2016-10-17 09:27:00,76,577,0.1317157712305026,2,low,truck,0,20.0,12.084480455556168
BHMBCCMKT01,2016-10-17 10:04:00,112,577,0.19410745233968804,3,average,car,0,20.0,11.892892671743889
BHMBCCMKT01,2016-10-17 10:31:00,119,577,0.20623916811091855,5,high,bike,0,20.0,11.902957069032405
